index,category_1,category_2,counts,date,week_no
3387,Region,South East,1461,2011-02-11,6
3388,Region,South East,1503,2011-02-18,7
3389,Region,South East,1443,2011-02-25,8
3390,Region,South East,1515,2011-03-04,9
3391,Region,South East,1461,2011-03-11,10
3392,Region,South East,1523,2011-03-18,11
3393,Region,South East,1519,2011-03-25,12
3394,Region,South East,1425,2011-04-01,13
3395,Region,South East,1481,2011-04-08,14
3396,Region,South East,1402,2011-04-15,15
3397,Region,South East,1268,2011-04-22,16
3398,Region,South East,1161,2011-04-29,17
3399,Region,South East,1479,2011-05-06,18
3400,Region,South East,1716,2011-05-13,19
3401,Region,South East,1414,2011-05-20,20
3402,Region,South East,1393,2011-05-27,21
3403,Region,South East,1161,2011-06-03,22
3404,Region,South East,1468,2011-06-10,23
3405,Region,South East,1378,2011-06-17,24
3406,Region,South East,1342,2011-06-24,25
3407,Region,South East,1304,2011-07-01,26
3408,Region,South East,1282,2011-07-08,27
3409,Region,South East,1243,2011-07-15,28
3410,Region,South East,1293,2011-07-22,29
3411,Region,South East,1235,2011-07-29,30
3412,Region,South East,1368,2011-08-05,31
3413,Region,South East,1276,2011-08-12,32
3414,Region,South East,1267,2011-08-19,33
3415,Region,South East,1247,2011-08-26,34
3416,Region,South East,1220,2011-09-02,35
3417,Region,South East,1283,2011-09-09,36
3418,Region,South East,1363,2011-09-16,37
3419,Region,South East,1329,2011-09-23,38
3420,Region,South East,1377,2011-09-30,39
3421,Region,South East,1314,2011-10-07,40
3422,Region,South East,1359,2011-10-14,41
3423,Region,South East,1394,2011-10-21,42
3424,Region,South East,1369,2011-10-28,43
3425,Region,South East,1391,2011-11-04,44
3426,Region,South East,1381,2011-11-11,45
3427,Region,South East,1452,2011-11-18,46
3428,Region,South East,1405,2011-11-25,47
3429,Region,South East,1432,2011-12-02,48
3430,Region,South East,1532,2011-12-09,49
3431,Region,South East,1547,2011-12-16,50
3432,Region,South East,1696,2011-12-23,51
3433,Region,South East,1162,2011-12-30,52
3434,Region,South West,1318,2011-01-07,1
3435,Region,South West,1428,2011-01-14,2
3436,Region,South West,1320,2011-01-21,3
3437,Region,South West,1093,2011-01-28,4
3438,Region,South West,1070,2011-02-04,5
3439,Region,South West,1042,2011-02-11,6
3440,Region,South West,1011,2011-02-18,7
3441,Region,South West,972,2011-02-25,8
3442,Region,South West,999,2011-03-04,9
3443,Region,South West,1051,2011-03-11,10
3444,Region,South West,1018,2011-03-18,11
3445,Region,South West,1062,2011-03-25,12
3446,Region,South West,974,2011-04-01,13
3447,Region,South West,991,2011-04-08,14
3448,Region,South West,1010,2011-04-15,15
3449,Region,South West,859,2011-04-22,16
3450,Region,South West,845,2011-04-29,17
3451,Region,South West,1069,2011-05-06,18
3452,Region,South West,1128,2011-05-13,19
3453,Region,South West,936,2011-05-20,20
3454,Region,South West,942,2011-05-27,21
3455,Region,South West,807,2011-06-03,22
3456,Region,South West,1031,2011-06-10,23
3457,Region,South West,982,2011-06-17,24
3458,Region,South West,969,2011-06-24,25
3459,Region,South West,899,2011-07-01,26
3460,Region,South West,901,2011-07-08,27
3461,Region,South West,857,2011-07-15,28
3462,Region,South West,932,2011-07-22,29
3463,Region,South West,932,2011-07-29,30
3464,Region,South West,931,2011-08-05,31
3465,Region,South West,900,2011-08-12,32
3466,Region,South West,930,2011-08-19,33
3467,Region,South West,915,2011-08-26,34
3468,Region,South West,825,2011-09-02,35
3469,Region,South West,950,2011-09-09,36
3470,Region,South West,877,2011-09-16,37
3471,Region,South West,942,2011-09-23,38
3472,Region,South West,902,2011-09-30,39
3473,Region,South West,923,2011-10-07,40
3474,Region,South West,909,2011-10-14,41
3475,Region,South West,935,2011-10-21,42
3476,Region,South West,916,2011-10-28,43
3477,Region,South West,1027,2011-11-04,44
3478,Region,South West,962,2011-11-11,45
3479,Region,South West,987,2011-11-18,46
3480,Region,South West,1013,2011-11-25,47
3481,Region,South West,925,2011-12-02,48
3482,Region,South West,991,2011-12-09,49
3483,Region,South West,1116,2011-12-16,50
3484,Region,South West,1179,2011-12-23,51
3485,Region,South West,870,2011-12-30,52
3486,Region,Wales,846,2011-01-07,1
3487,Region,Wales,772,2011-01-14,2
3488,Region,Wales,638,2011-01-21,3
3489,Region,Wales,656,2011-01-28,4
3490,Region,Wales,687,2011-02-04,5
3491,Region,Wales,679,2011-02-11,6
3492,Region,Wales,609,2011-02-18,7
3493,Region,Wales,580,2011-02-25,8
3494,Region,Wales,590,2011-03-04,9
3495,Region,Wales,630,2011-03-11,10
3496,Region,Wales,593,2011-03-18,11
3497,Region,Wales,633,2011-03-25,12
3498,Region,Wales,574,2011-04-01,13
3499,Region,Wales,566,2011-04-08,14
3500,Region,Wales,573,2011-04-15,15
3501,Region,Wales,535,2011-04-22,16
3502,Region,Wales,565,2011-04-29,17
3503,Region,Wales,654,2011-05-06,18
3504,Region,Wales,616,2011-05-13,19
3505,Region,Wales,577,2011-05-20,20
3506,Region,Wales,583,2011-05-27,21
3507,Region,Wales,544,2011-06-03,22
3508,Region,Wales,601,2011-06-10,23
3509,Region,Wales,512,2011-06-17,24
3510,Region,Wales,544,2011-06-24,25
3511,Region,Wales,526,2011-07-01,26
3512,Region,Wales,579,2011-07-08,27
3513,Region,Wales,538,2011-07-15,28
3514,Region,Wales,529,2011-07-22,29
3515,Region,Wales,526,2011-07-29,30
3516,Region,Wales,547,2011-08-05,31
3517,Region,Wales,515,2011-08-12,32
3518,Region,Wales,491,2011-08-19,33
3519,Region,Wales,563,2011-08-26,34
3520,Region,Wales,471,2011-09-02,35
3521,Region,Wales,580,2011-09-09,36
3522,Region,Wales,505,2011-09-16,37
3523,Region,Wales,506,2011-09-23,38
3524,Region,Wales,544,2011-09-30,39
3525,Region,Wales,567,2011-10-07,40
3526,Region,Wales,511,2011-10-14,41
3527,Region,Wales,557,2011-10-21,42
3528,Region,Wales,604,2011-10-28,43
3529,Region,Wales,617,2011-11-04,44
3530,Region,Wales,571,2011-11-11,45
3531,Region,Wales,554,2011-11-18,46
3532,Region,Wales,599,2011-11-25,47
3533,Region,Wales,591,2011-12-02,48
3534,Region,Wales,602,2011-12-09,49
3535,Region,Wales,623,2011-12-16,50
3536,Region,Wales,680,2011-12-23,51
3537,Region,Wales,554,2011-12-30,52
3538,Total deaths,all ages,10514,2012-01-06,1
3539,Total deaths,all ages,11343,2012-01-13,2
3540,Total deaths,all ages,10393,2012-01-20,3
3541,Total deaths,all ages,10320,2012-01-27,4
3542,Total deaths,all ages,10117,2012-02-03,5
3543,Total deaths,all ages,10287,2012-02-10,6
3544,Total deaths,all ages,10532,2012-02-17,7
3545,Total deaths,all ages,11086,2012-02-24,8
3546,Total deaths,all ages,10945,2012-03-02,9
3547,Total deaths,all ages,10507,2012-03-09,10
3548,Total deaths,all ages,10041,2012-03-16,11
3549,Total deaths,all ages,9864,2012-03-23,12
3550,Total deaths,all ages,9634,2012-03-30,13
3551,Total deaths,all ages,8520,2012-04-06,14
3552,Total deaths,all ages,9992,2012-04-13,15
3553,Total deaths,all ages,10816,2012-04-20,16
3554,Total deaths,all ages,10238,2012-04-27,17
3555,Total deaths,all ages,9957,2012-05-04,18
3556,Total deaths,all ages,8868,2012-05-11,19
3557,Total deaths,all ages,9913,2012-05-18,20
3558,Total deaths,all ages,9602,2012-05-25,21
3559,Total deaths,all ages,9602,2012-06-01,22
3560,Total deaths,all ages,6781,2012-06-08,23
3561,Total deaths,all ages,10170,2012-06-15,24
3562,Total deaths,all ages,9054,2012-06-22,25
3563,Total deaths,all ages,8856,2012-06-29,26
3564,Total deaths,all ages,8909,2012-07-06,27
3565,Total deaths,all ages,8754,2012-07-13,28
3566,Total deaths,all ages,8684,2012-07-20,29
3567,Total deaths,all ages,8877,2012-07-27,30
3568,Total deaths,all ages,8942,2012-08-03,31
3569,Total deaths,all ages,8810,2012-08-10,32
3570,Total deaths,all ages,8776,2012-08-17,33
3571,Total deaths,all ages,8977,2012-08-24,34
3572,Total deaths,all ages,7617,2012-08-31,35
3573,Total deaths,all ages,8848,2012-09-07,36
3574,Total deaths,all ages,8641,2012-09-14,37
3575,Total deaths,all ages,8839,2012-09-21,38
3576,Total deaths,all ages,8865,2012-09-28,39
3577,Total deaths,all ages,9070,2012-10-05,40
3578,Total deaths,all ages,9441,2012-10-12,41
3579,Total deaths,all ages,9284,2012-10-19,42
3580,Total deaths,all ages,9550,2012-10-26,43
3581,Total deaths,all ages,9335,2012-11-02,44
3582,Total deaths,all ages,9683,2012-11-09,45
3583,Total deaths,all ages,9900,2012-11-16,46
3584,Total deaths,all ages,9679,2012-11-23,47
3585,Total deaths,all ages,9394,2012-11-30,48
3586,Total deaths,all ages,9844,2012-12-07,49
3587,Total deaths,all ages,10388,2012-12-14,50
3588,Total deaths,all ages,11461,2012-12-21,51
3589,Total deaths,all ages,8096,2012-12-28,52
3590,Total deaths,average of same week over 5 years,12455,2012-01-06,1
3591,Total deaths,average of same week over 5 years,12851.4,2012-01-13,2
3592,Total deaths,average of same week over 5 years,11812.8,2012-01-20,3
3593,Total deaths,average of same week over 5 years,11053.6,2012-01-27,4
3594,Total deaths,average of same week over 5 years,10614.6,2012-02-03,5
3595,Total deaths,average of same week over 5 years,10316.6,2012-02-10,6
3596,Total deaths,average of same week over 5 years,10402.2,2012-02-17,7
3597,Total deaths,average of same week over 5 years,10326.8,2012-02-24,8
3598,Total deaths,average of same week over 5 years,10157.8,2012-03-02,9
3599,Total deaths,average of same week over 5 years,9962.4,2012-03-09,10
3600,Total deaths,average of same week over 5 years,9908.6,2012-03-16,11
3601,Total deaths,average of same week over 5 years,9459.2,2012-03-23,12
3602,Total deaths,average of same week over 5 years,9392.4,2012-03-30,13
3603,Total deaths,average of same week over 5 years,9643,2012-04-06,14
3604,Total deaths,average of same week over 5 years,9693.6,2012-04-13,15
3605,Total deaths,average of same week over 5 years,9643.6,2012-04-20,16
3606,Total deaths,average of same week over 5 years,9454,2012-04-27,17
3607,Total deaths,average of same week over 5 years,9375,2012-05-04,18
3608,Total deaths,average of same week over 5 years,9085,2012-05-11,19
3609,Total deaths,average of same week over 5 years,9271.8,2012-05-18,20
3610,Total deaths,average of same week over 5 years,9275,2012-05-25,21
3611,Total deaths,average of same week over 5 years,8223.2,2012-06-01,22
3612,Total deaths,average of same week over 5 years,9240.2,2012-06-08,23
3613,Total deaths,average of same week over 5 years,8878.4,2012-06-15,24
3614,Total deaths,average of same week over 5 years,8750.4,2012-06-22,25
3615,Total deaths,average of same week over 5 years,8718.2,2012-06-29,26
3616,Total deaths,average of same week over 5 years,8764,2012-07-06,27
3617,Total deaths,average of same week over 5 years,8577,2012-07-13,28
3618,Total deaths,average of same week over 5 years,8489.2,2012-07-20,29
3619,Total deaths,average of same week over 5 years,8549.4,2012-07-27,30
3620,Total deaths,average of same week over 5 years,8594,2012-08-03,31
3621,Total deaths,average of same week over 5 years,8546.8,2012-08-10,32
3622,Total deaths,average of same week over 5 years,8552.2,2012-08-17,33
3623,Total deaths,average of same week over 5 years,8577,2012-08-24,34
3624,Total deaths,average of same week over 5 years,7901,2012-08-31,35
3625,Total deaths,average of same week over 5 years,8593.2,2012-09-07,36
3626,Total deaths,average of same week over 5 years,8669.8,2012-09-14,37
3627,Total deaths,average of same week over 5 years,8687.8,2012-09-21,38
3628,Total deaths,average of same week over 5 years,8864.4,2012-09-28,39
3629,Total deaths,average of same week over 5 years,8954.6,2012-10-05,40
3630,Total deaths,average of same week over 5 years,9030.4,2012-10-12,41
3631,Total deaths,average of same week over 5 years,9146.2,2012-10-19,42
3632,Total deaths,average of same week over 5 years,9311,2012-10-26,43
3633,Total deaths,average of same week over 5 years,9540.2,2012-11-02,44
3634,Total deaths,average of same week over 5 years,9478.6,2012-11-09,45
3635,Total deaths,average of same week over 5 years,9551.4,2012-11-16,46
3636,Total deaths,average of same week over 5 years,9640.2,2012-11-23,47
3637,Total deaths,average of same week over 5 years,9579.6,2012-11-30,48
3638,Total deaths,average of same week over 5 years,10335.8,2012-12-07,49
3639,Total deaths,average of same week over 5 years,10587.4,2012-12-14,50
3640,Total deaths,average of same week over 5 years,11179,2012-12-21,51
3641,Total deaths,average of same week over 5 years,8938.8,2012-12-28,52
3642,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1789,2012-01-06,1
3643,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1934,2012-01-13,2
3644,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1629,2012-01-20,3
3645,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1584,2012-01-27,4
3646,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1622,2012-02-03,5
3647,All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1612,2012-02-10,6
